#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0050767	Regulation of neurogenesis	8	368	1.17	1.38	2.08e-06	9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000495360	IL1B,FGF2,TP53,FN1,PTEN,IL6,TNF,CTNNB1
GO:0032879	Regulation of localization	15	2103	0.69	0.74	2.09e-06	9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	IL1B,FGF2,EGF,ERBB2,EGFR,PTEN,SRC,JAK2,BCL2,IL6,TNF,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0036294	Cellular response to decreased oxygen levels	6	136	1.48	1.74	2.17e-06	9606.ENSP00000269305,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000451828,9606.ENSP00000478887	TP53,PTEN,SRC,BCL2,AKT1,MYC
GO:0048871	Multicellular organismal homeostasis	8	372	1.16	1.37	2.22e-06	9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000489597,9606.ENSP00000495360	IL1B,PIK3CA,STAT3,SRC,BCL2,IL6,PTPN11,CTNNB1
GO:1905330	Regulation of morphogenesis of an epithelium	5	65	1.72	1.96	2.25e-06	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000495360	FGF2,EGF,TNF,ESR1,CTNNB1
GO:0008152	Metabolic process	26	7988	0.34	0.41	2.27e-06	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0071375	Cellular response to peptide hormone stimulus	7	240	1.3	1.54	2.27e-06	9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000428056,9606.ENSP00000451828	PIK3CA,STAT3,SRC,JAK2,GRB2,PIK3R1,AKT1
GO:0001936	Regulation of endothelial cell proliferation	6	138	1.47	1.73	2.33e-06	9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000360266,9606.ENSP00000398698,9606.ENSP00000451828	FGF2,STAT3,EGF,JUN,TNF,AKT1
GO:0006468	Protein phosphorylation	10	736	0.97	1.1	2.42e-06	9606.ENSP00000227507,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000428056,9606.ENSP00000451828	CCND1,EGF,ERBB2,EGFR,ATM,SRC,JAK2,BCL2,PIK3R1,AKT1
GO:0032101	Regulation of response to external stimulus	11	964	0.89	0.99	2.55e-06	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000489597	EP300,IL1B,FGF2,ATM,PTEN,SRC,JAK2,IL6,TNF,ESR1,PTPN11
GO:0050768	Negative regulation of neurogenesis	6	143	1.45	1.7	2.82e-06	9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000361021,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000495360	IL1B,TP53,PTEN,IL6,TNF,CTNNB1
GO:0000904	Cell morphogenesis involved in differentiation	9	554	1.04	1.19	2.89e-06	9606.ENSP00000263253,9606.ENSP00000269571,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000495360	EP300,ERBB2,FN1,PTEN,SRC,BCL2,PIK3R1,PTPN11,CTNNB1
GO:0051384	Response to glucocorticoid	6	144	1.45	1.69	2.92e-06	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698	CCND1,PIK3CA,JAK2,BCL2,IL6,TNF
GO:0002360	T cell lineage commitment	4	24	2.05	2.1	3.05e-06	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000381185,9606.ENSP00000385675	STAT3,TP53,BCL2,IL6
GO:2000637	Positive regulation of miRNA-mediated gene silencing	4	24	2.05	2.1	3.05e-06	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000385675	STAT3,TP53,EGFR,IL6
GO:0010827	Regulation of glucose transmembrane transport	5	73	1.67	1.86	3.73e-06	9606.ENSP00000263341,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597	IL1B,TNF,PIK3R1,AKT1,PTPN11
GO:0051336	Regulation of hydrolase activity	11	1011	0.87	0.95	3.97e-06	9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000346839,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000478887	FGF2,STAT3,ERBB2,EGFR,FN1,SRC,JAK2,TNF,ESR1,AKT1,MYC
GO:0030902	Hindbrain development	6	154	1.42	1.62	4.18e-06	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000381185,9606.ENSP00000489597,9606.ENSP00000495360	FGF2,EGF,TP53,BCL2,PTPN11,CTNNB1
GO:0071479	Cellular response to ionizing radiation	5	75	1.66	1.83	4.20e-06	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000376345,9606.ENSP00000418960	TP53,ATM,BRCA2,GRB2,BRCA1
GO:2000134	Negative regulation of G1/S transition of mitotic cell cycle	5	75	1.66	1.83	4.20e-06	9606.ENSP00000227507,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000381185	CCND1,TP53,ATM,PTEN,BCL2
GO:0043254	Regulation of protein-containing complex assembly	8	413	1.12	1.27	4.58e-06	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000376345,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000489597	EP300,TP53,ATM,SRC,GRB2,TNF,ESR1,PTPN11
GO:0072089	Stem cell proliferation	5	78	1.64	1.8	5.01e-06	9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000300305,9606.ENSP00000369497,9606.ENSP00000495360	FGF2,TP53,RUNX1,BRCA2,CTNNB1
GO:0071704	Organic substance metabolic process	25	7522	0.35	0.41	5.35e-06	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,FN1,PTEN,SRC,BRCA2,JAK2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0045892	Negative regulation of transcription, DNA-templated	12	1322	0.79	0.84	5.92e-06	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,EP300,STAT3,TP53,RUNX1,JUN,SRC,TNF,ESR1,BRCA1,MYC,CTNNB1
GO:0009890	Negative regulation of biosynthetic process	13	1622	0.74	0.78	6.10e-06	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000300305,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,EP300,STAT3,TP53,RUNX1,JUN,SRC,IL6,TNF,ESR1,BRCA1,MYC,CTNNB1
GO:1901991	Negative regulation of mitotic cell cycle phase transition	6	167	1.39	1.55	6.41e-06	9606.ENSP00000227507,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000381185,9606.ENSP00000418960	CCND1,TP53,ATM,PTEN,BCL2,BRCA1
GO:1905952	Regulation of lipid localization	6	167	1.39	1.55	6.41e-06	9606.ENSP00000263341,9606.ENSP00000265171,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828,9606.ENSP00000489597	IL1B,EGF,IL6,TNF,AKT1,PTPN11
GO:1901889	Negative regulation of cell junction assembly	4	30	1.96	1.95	6.45e-06	9606.ENSP00000263341,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000398698	IL1B,PTEN,SRC,TNF
GO:0000302	Response to reactive oxygen species	6	169	1.38	1.54	6.79e-06	9606.ENSP00000275493,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000451828	EGFR,JUN,SRC,BCL2,IL6,AKT1
GO:0010165	Response to X-ray	4	31	1.94	1.93	7.20e-06	9606.ENSP00000227507,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000369497	CCND1,TP53,ATM,BRCA2
GO:0050776	Regulation of immune response	10	844	0.91	0.98	7.80e-06	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000489597	EP300,IL1B,PIK3CA,SRC,JAK2,BCL2,IL6,TNF,ESR1,PTPN11
GO:0010507	Negative regulation of autophagy	5	87	1.59	1.71	8.05e-06	9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000381185,9606.ENSP00000451828	PIK3CA,STAT3,TP53,BCL2,AKT1
GO:0009605	Response to external stimulus	15	2355	0.64	0.66	8.32e-06	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828,9606.ENSP00000495360	CCND1,IL1B,PIK3CA,FGF2,TP53,ERBB2,JUN,PTEN,SRC,JAK2,BCL2,IL6,TNF,AKT1,CTNNB1
GO:0031347	Regulation of defense response	9	638	0.98	1.06	8.60e-06	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000489597	EP300,IL1B,ATM,SRC,JAK2,IL6,TNF,ESR1,PTPN11
GO:0032770	Positive regulation of monooxygenase activity	4	33	1.92	1.89	8.94e-06	9606.ENSP00000263341,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000451828	IL1B,TNF,ESR1,AKT1
GO:0060416	Response to growth hormone	4	33	1.92	1.89	8.94e-06	9606.ENSP00000264657,9606.ENSP00000371067,9606.ENSP00000428056,9606.ENSP00000451828	STAT3,JAK2,PIK3R1,AKT1
GO:0010720	Positive regulation of cell development	7	304	1.19	1.31	9.67e-06	9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000346839,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000495360	IL1B,FGF2,FN1,BCL2,IL6,TNF,CTNNB1
GO:0150077	Regulation of neuroinflammatory response	4	34	1.9	1.87	9.86e-06	9606.ENSP00000263341,9606.ENSP00000278616,9606.ENSP00000385675,9606.ENSP00000398698	IL1B,ATM,IL6,TNF
GO:0006952	Defense response	12	1394	0.77	0.8	9.96e-06	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828	EP300,IL1B,STAT3,TP53,FN1,JUN,SRC,JAK2,BCL2,IL6,TNF,AKT1
GO:0048863	Stem cell differentiation	6	183	1.35	1.47	1.03e-05	9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000495360	FGF2,TP53,FN1,BCL2,ESR1,CTNNB1
GO:0043009	Chordate embryonic development	9	654	0.97	1.04	1.04e-05	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000376345,9606.ENSP00000418960,9606.ENSP00000451828,9606.ENSP00000495360	EP300,TP53,EGFR,ATM,BRCA2,GRB2,BRCA1,AKT1,CTNNB1
GO:0042592	Homeostatic process	12	1406	0.76	0.8	1.08e-05	9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	IL1B,PIK3CA,STAT3,SRC,JAK2,BCL2,IL6,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:0060251	Regulation of glial cell proliferation	4	35	1.89	1.85	1.08e-05	9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000385675,9606.ENSP00000398698	IL1B,TP53,IL6,TNF
GO:0048477	Oogenesis	5	94	1.56	1.64	1.12e-05	9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000495360	ATM,SRC,BRCA2,BCL2,CTNNB1
GO:0042129	Regulation of T cell proliferation	6	187	1.34	1.45	1.15e-05	9606.ENSP00000263341,9606.ENSP00000269571,9606.ENSP00000361021,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000495360	IL1B,ERBB2,PTEN,JAK2,IL6,CTNNB1
GO:0008585	Female gonad development	5	95	1.55	1.63	1.18e-05	9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000405330	ATM,SRC,BRCA2,BCL2,ESR1
GO:2001240	Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	4	36	1.88	1.83	1.19e-05	9606.ENSP00000263341,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000451828	IL1B,BCL2,TNF,AKT1
GO:0001938	Positive regulation of endothelial cell proliferation	5	96	1.55	1.63	1.21e-05	9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000360266,9606.ENSP00000451828	FGF2,STAT3,EGF,JUN,AKT1
GO:0006109	Regulation of carbohydrate metabolic process	6	189	1.33	1.44	1.21e-05	9606.ENSP00000263253,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000362680,9606.ENSP00000451828	EP300,STAT3,EGF,TP53,SRC,AKT1
GO:0010573	Vascular endothelial growth factor production	3	7	2.46	1.98	1.21e-05	9606.ENSP00000263341,9606.ENSP00000385675,9606.ENSP00000398698	IL1B,IL6,TNF
GO:0046777	Protein autophosphorylation	6	189	1.33	1.44	1.21e-05	9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000451828	ERBB2,EGFR,ATM,SRC,JAK2,AKT1
GO:2001020	Regulation of response to DNA damage stimulus	7	316	1.18	1.27	1.21e-05	9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000418960,9606.ENSP00000478887	TP53,EGFR,ATM,BRCA2,BCL2,BRCA1,MYC
GO:1901576	Organic substance biosynthetic process	15	2438	0.62	0.64	1.24e-05	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000495360	EP300,IL1B,PIK3CA,FGF2,STAT3,TP53,ATM,PTEN,SRC,JAK2,ESR1,BRCA1,PIK3R1,AKT1,CTNNB1
GO:0061900	Glial cell activation	4	37	1.87	1.81	1.29e-05	9606.ENSP00000263341,9606.ENSP00000360266,9606.ENSP00000371067,9606.ENSP00000398698	IL1B,JUN,JAK2,TNF
GO:0018193	Peptidyl-amino acid modification	10	900	0.88	0.92	1.31e-05	9606.ENSP00000263253,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000451828	EP300,EGF,ERBB2,EGFR,ATM,SRC,BRCA2,JAK2,BCL2,AKT1
GO:0010631	Epithelial cell migration	5	98	1.54	1.61	1.33e-05	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000361021,9606.ENSP00000451828,9606.ENSP00000489597	PIK3CA,FGF2,PTEN,AKT1,PTPN11
GO:0032755	Positive regulation of interleukin-6 production	5	98	1.54	1.61	1.33e-05	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000489597	IL1B,STAT3,IL6,TNF,PTPN11
GO:0031334	Positive regulation of protein-containing complex assembly	6	193	1.32	1.42	1.34e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000376345,9606.ENSP00000398698,9606.ENSP00000405330	TP53,ATM,SRC,GRB2,TNF,ESR1
GO:0071222	Cellular response to lipopolysaccharide	6	195	1.32	1.41	1.41e-05	9606.ENSP00000263341,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828	IL1B,SRC,JAK2,IL6,TNF,AKT1
GO:0042593	Glucose homeostasis	6	196	1.32	1.41	1.45e-05	9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000385675,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597	PIK3CA,STAT3,IL6,PIK3R1,AKT1,PTPN11
GO:0051049	Regulation of transport	13	1763	0.7	0.72	1.45e-05	9606.ENSP00000263341,9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597,9606.ENSP00000495360	IL1B,EGF,ERBB2,PTEN,SRC,JAK2,BCL2,IL6,TNF,PIK3R1,AKT1,PTPN11,CTNNB1
GO:0001667	Ameboidal-type cell migration	6	197	1.32	1.4	1.49e-05	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000346839,9606.ENSP00000361021,9606.ENSP00000451828,9606.ENSP00000489597	PIK3CA,FGF2,FN1,PTEN,AKT1,PTPN11
GO:0014013	Regulation of gliogenesis	5	101	1.53	1.58	1.50e-05	9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000495360	IL1B,TP53,IL6,TNF,CTNNB1
GO:0032760	Positive regulation of tumor necrosis factor production	5	101	1.53	1.58	1.50e-05	9606.ENSP00000264657,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000428056,9606.ENSP00000489597	STAT3,JAK2,IL6,PIK3R1,PTPN11
GO:0038134	ERBB2-EGFR signaling pathway	3	8	2.41	1.93	1.59e-05	9606.ENSP00000265171,9606.ENSP00000269571,9606.ENSP00000275493	EGF,ERBB2,EGFR
GO:0044089	Positive regulation of cellular component biogenesis	8	500	1.04	1.09	1.66e-05	9606.ENSP00000263967,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000376345,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000428056	PIK3CA,TP53,ATM,SRC,GRB2,TNF,ESR1,PIK3R1
GO:2000008	Regulation of protein localization to cell surface	4	40	1.83	1.76	1.67e-05	9606.ENSP00000265171,9606.ENSP00000398698,9606.ENSP00000451828,9606.ENSP00000495360	EGF,TNF,AKT1,CTNNB1
GO:0050778	Positive regulation of immune response	8	502	1.03	1.09	1.70e-05	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698	EP300,IL1B,PIK3CA,SRC,JAK2,BCL2,IL6,TNF
GO:0062014	Negative regulation of small molecule metabolic process	5	104	1.51	1.56	1.70e-05	9606.ENSP00000263253,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000418960,9606.ENSP00000451828	EP300,STAT3,TP53,BRCA1,AKT1
GO:1905477	Positive regulation of protein localization to membrane	5	104	1.51	1.56	1.70e-05	9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828	ERBB2,EGFR,TNF,PIK3R1,AKT1
GO:0051223	Regulation of protein transport	8	503	1.03	1.09	1.71e-05	9606.ENSP00000263341,9606.ENSP00000269571,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000489597	IL1B,ERBB2,SRC,JAK2,IL6,TNF,PIK3R1,PTPN11
GO:0000077	DNA damage checkpoint signaling	5	105	1.51	1.55	1.76e-05	9606.ENSP00000227507,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418960,9606.ENSP00000489597	CCND1,TP53,ATM,BRCA1,PTPN11
GO:0010638	Positive regulation of organelle organization	8	508	1.03	1.08	1.82e-05	9606.ENSP00000263341,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000376345,9606.ENSP00000398698,9606.ENSP00000495360	IL1B,EGF,TP53,ATM,SRC,GRB2,TNF,CTNNB1
GO:0071407	Cellular response to organic cyclic compound	8	508	1.03	1.08	1.82e-05	9606.ENSP00000263341,9606.ENSP00000275493,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000495360	IL1B,EGFR,SRC,JAK2,TNF,ESR1,BRCA1,CTNNB1
GO:1904035	Regulation of epithelial cell apoptotic process	5	106	1.51	1.55	1.82e-05	9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330	JAK2,BCL2,IL6,TNF,ESR1
GO:0044419	Biological process involved in interspecies interaction between organisms	12	1490	0.74	0.76	1.83e-05	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828	EP300,IL1B,TP53,EGFR,FN1,JUN,SRC,JAK2,BCL2,IL6,TNF,AKT1
GO:1902106	Negative regulation of leukocyte differentiation	5	107	1.5	1.54	1.89e-05	9606.ENSP00000269571,9606.ENSP00000300305,9606.ENSP00000428056,9606.ENSP00000478887,9606.ENSP00000495360	ERBB2,RUNX1,PIK3R1,MYC,CTNNB1
GO:0031295	T cell costimulation	4	42	1.81	1.73	1.93e-05	9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000451828,9606.ENSP00000489597	PIK3CA,SRC,AKT1,PTPN11
GO:0071364	Cellular response to epidermal growth factor stimulus	4	42	1.81	1.73	1.93e-05	9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000451828,9606.ENSP00000489597	ERBB2,EGFR,AKT1,PTPN11
GO:0010506	Regulation of autophagy	7	346	1.14	1.2	2.01e-05	9606.ENSP00000263253,9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000381185,9606.ENSP00000451828	EP300,PIK3CA,STAT3,TP53,ATM,BCL2,AKT1
GO:0006351	Transcription, DNA-templated	8	518	1.02	1.07	2.06e-05	9606.ENSP00000263253,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000371067,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000495360	EP300,FGF2,STAT3,TP53,JAK2,ESR1,PIK3R1,CTNNB1
GO:1902532	Negative regulation of intracellular signal transduction	8	519	1.02	1.06	2.09e-05	9606.ENSP00000263341,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000478887	IL1B,ATM,PTEN,SRC,BCL2,ESR1,AKT1,MYC
GO:0010639	Negative regulation of organelle organization	7	351	1.13	1.18	2.19e-05	9606.ENSP00000263967,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828	PIK3CA,TP53,ATM,SRC,BRCA1,PIK3R1,AKT1
GO:0000079	Regulation of cyclin-dependent protein serine/threonine kinase activity	5	111	1.49	1.51	2.21e-05	9606.ENSP00000227507,9606.ENSP00000275493,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000451828	CCND1,EGFR,PTEN,SRC,AKT1
GO:0031058	Positive regulation of histone modification	5	111	1.49	1.51	2.21e-05	9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418960,9606.ENSP00000495360	IL1B,TP53,ATM,BRCA1,CTNNB1
